,Photo Date,Photo ID ,Photographed By,Date Plated,Plated By,"Date of Trial
 (Monday)",Set ID,strain,Week Number,Replicate Number,# flies,Sex,"
Plate Type (Treatment (T), Control (C), Grow out Treatment (GoT), Baseline (B))","Dilution         (10-2, 10-3, 10-4, 10-5)",Green Count,Red Count,Total CFU on Plate,count type (digital or analog),Counted By,Recorded By (Notebook),Recorded By (Computer),total consumption (24 hours mm),total consumption (48 hours mm),Total Consumption ,red means (spore or vegetative),green means  (spore or vegetative),green survival,red survival,Notes
717,10/31/17,166 4854,,,SW,,,,9,44,,F,GOT,10-4,804,0,804,analog,,CK,FW,,,,spore,vegetative,,,
719,10/31/17,166 4855,,,SW,,,,9,44,,F,GOT,10-5,311,1,312,analog,,CK,FW,,,,spore,vegetative,,,
721,10/31/17,166 4856,,,SW,,,,9,45,,F,GOT,10-3,1553,402,1955,analog,,CK,FW,,,,spore,vegetative,,,
723,10/31/17,166 4857,,,SW,,,,9,45,,F,GOT,10-4,835,166,1001,analog,,CK,FW,,,,spore,vegetative,,,
725,10/31/17,166 4858,,,SW,,,,9,45,,F,GOT,10-5,101,60,161,analog,,CK,FW,,,,spore,vegetative,,,
727,11/7/17,167 4897,,,,,,,9,46,,F,GOT,10-3,215,1,216,analog,,FW,FW,,,,spore,vegetative,,,
729,11/7/17,167 4898,,,,,,,9,46,,F,GOT,10-4,3,0,3,analog,,FW,FW,,,,spore,vegetative,,,
731,11/7/17,167 4899,,,,,,,9,46,,F,GOT,10-5,0,0,0,analog,,FW,FW,,,,spore,vegetative,,,
733,11/7/17,167 4901,,,,,,,9,47,,F,GOT,10-3,9,0,9,analog,,FW,FW,,,,spore,vegetative,,,
735,11/7/17,167 4904,,,,,,,9,47,,F,GOT,10-4,0,0,0,analog,,FW,FW,,,,spore,vegetative,,,
737,11/7/17,167 4905,,,,,,,9,47,,F,GOT,10-5,0,0,0,analog,,FW,FW,,,,spore,vegetative,,,
739,11/7/17,167 4906,,,,,,,9,48,,F,GOT,10-3,10,6,16,analog,,FW,FW,,,,spore,vegetative,,,
741,11/7/17,167 4907,,,,,,,9,48,,F,GOT,10-4,8,0,8,analog,,FW,FW,,,,spore,vegetative,,,
743,11/7/17,167 4908,,,,,,,9,48,,F,GOT,10-5,2,0,2,analog,,FW,FW,,,,spore,vegetative,,,
745,11/7/17,167 4917,,,,,,,9,49,,F,GOT,10-3,41,0,41,analog,FP,CK,FW,,,,spore,vegetative,,,
747,11/7/17,167 4918 ,,,,,,,9,49,,F,GOT,10-4,5,0,5,analog,FP,CK,FW,,,,spore,vegetative,,,
749,11/7/17,167 4919,,,,,,,9,49,,F,GOT,10-5,33,0,33,analog,FP,CK,FW,,,,spore,vegetative,,,
751,11/7/17,167 4921,,,,,,,9,50,,F,GOT,10-3,0,0,0,analog,FP,CK,FW,,,,spore,vegetative,,,contaminated
753,11/7/17,167 4922,,,,,,,9,50,,F,GOT,10-4,2,0,2,analog,FP,CK,FW,,,,spore,vegetative,,,contaminated
755,11/7/17,167 4923,,,,,,,9,50,,F,GOT,10-5,0,0,0,analog,FP,CK,FW,,,,spore,vegetative,,,contaminated
757,11/7/17,167 4925,,,,,,,9,51,,F,GOT,10-3,14,0,14,analog,FP,CK,FW,,,,spore,vegetative,,,contaminated
759,11/7/17,167 4926,,,,,,,9,51,,F,GOT,10-4,26,0,26,analog,FP,CK,FW,,,,spore,vegetative,,,contaminated
761,11/7/17,167 4927,,,,,,,9,51,,F,GOT,10-5,8,0,8,analog,FP,CK,FW,,,,spore,vegetative,,,contaminated
763,11/8/17,168 4952,,,,,,,9,52,,F,GOT,10-3,0,0,0,analog,JC,CK,FW,,,,spore,vegetative,,,
765,11/8/17,168 4953,,,,,,,9,52,,F,GOT,10-4,0,0,0,analog,JC,CK,FW,,,,spore,vegetative,,,
767,11/8/17,168 4954,,,,,,,9,52,,F,GOT,10-5,0,0,0,analog,JC,CK,FW,,,,spore,vegetative,,,
769,11/8/17,168 4955,,,,,,,9,53,,F,GOT,10-3,35,4,39,analog,JC,CK,FW,,,,spore,vegetative,,,
771,11/8/17,168 4956,,,,,,,9,53,,F,GOT,10-4,1,0,1,analog,JC,CK,FW,,,,spore,vegetative,,,
773,11/8/17,168 4957,,,,,,,9,53,,F,GOT,10-5,0,150,150,analog,JC,CK,FW,,,,spore,vegetative,,,
775,11/8/17,168 4958,,,,,,,9,54,,F,GOT,10-3,259,16,275,analog,JC,CK,FW,,,,spore,vegetative,,,
777,11/8/17,168 4959,,,,,,,9,54,,F,GOT,10-4,650,0,650,analog,JC,CK,FW,,,,spore,vegetative,,,
779,11/8/17,169 4960,,,,,,,9,54,,F,GOT,10-5,236,107,343,analog,JC,CK,FW,,,,spore,vegetative,,,
781,10/31/17,166 4863,,,,,,,9,55,,F,GOT,10-3,0,0,0,analog,,CK,FW,,,,spore,vegetative,,,contaminated
783,10/31/17,166 4864,,,,,,,9,55,,F,GOT,10-4,0,0,0,analog,,CK,FW,,,,spore,vegetative,,,contaminated
785,10/31/17,166 4865,,,,,,,9,55,,F,GOT,10-5,0,0,0,analog,,CK,FW,,,,spore,vegetative,,,contaminated
787,10/31/17,166 4866,,,,,,,9,56,,F,GOT,10-3,51,0,51,analog,,CK,FW,,,,spore,vegetative,,,contaminated
789,10/31/17,166 4867,,,,,,,9,56,,F,GOT,10-4,0,0,0,analog,,CK,FW,,,,spore,vegetative,,,contaminated
791,10/31/17,166 4868,,,,,,,9,56,,F,GOT,10-5,0,0,0,analog,,CK,FW,,,,spore,vegetative,,,contaminated
793,10/31/17,166 4869,,,,,,,9,57,,F,GOT,10-3,2,0,2,analog,,CK,FW,,,,spore,vegetative,,,contaminated
795,10/31/17,166 4871,,,,,,,9,57,,F,GOT,10-4,3,0,3,analog,,CK,FW,,,,spore,vegetative,,,contaminated
797,10/31/17,166 4872,,,,,,,9,57,,F,GOT,10-5,0,0,0,analog,,CK,FW,,,,spore,vegetative,,,contaminated
799,10/31/17,166 4876,,,,,,,9,58,,F,GOT,10-3,nan,nan,0,analog,,,,,,,spore,vegetative,,,
801,10/31/17,166 4878,,,,,,,9,58,,F,GOT,10-4,nan,nan,0,analog,,,,,,,spore,vegetative,,,
803,10/31/17,166 4879,,,,,,,9,58,,F,GOT,10-5,nan,nan,0,analog,,,,,,,spore,vegetative,,,
805,10/31/17,166 4880,,,,,,,9,59,,F,GOT,10-3,nan,nan,0,analog,,,,,,,spore,vegetative,,,
807,10/31/17,166 4883,,,,,,,9,59,,F,GOT,10-4,nan,nan,0,analog,,,,,,,spore,vegetative,,,
809,10/31/17,166 4884,,,,,,,9,59,,F,GOT,10-5,nan,nan,0,analog,,,,,,,spore,vegetative,,,
811,10/31/17,166 4885,,,,,,,9,60,,F,GOT,10-3,nan,nan,0,analog,,,,,,,spore,vegetative,,,
813,10/31/17,166 4886,,,,,,,9,60,,F,GOT,10-4,nan,nan,0,analog,,,,,,,spore,vegetative,,,
815,10/31/17,166 4887,,,,,,,9,60,,F,GOT,10-5,nan,nan,0,analog,,,,,,,spore,vegetative,,,
